+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                  ;
+----------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[2].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[1].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[0].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|kernel_block                                                                 ; 306   ; 0              ; 0            ; 0              ; 1169   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer                                                                              ; 40    ; 0              ; 0            ; 0              ; 1155   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window                                                                                                ; 40    ; 0              ; 0            ; 0              ; 1154   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_norm_block|u_normalization                                                                                      ; 562   ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_norm_block|cell_line_buffer|first_line|mem                                                                      ; 157   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_norm_block|cell_line_buffer|first_line                                                                          ; 144   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_norm_block|cell_line_buffer|kernel_block|KERNEL_SHIFTREGS[1].shiftreg                                           ; 144   ; 0              ; 0            ; 0              ; 282    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_norm_block|cell_line_buffer|kernel_block|KERNEL_SHIFTREGS[0].shiftreg                                           ; 144   ; 0              ; 0            ; 0              ; 282    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_norm_block|cell_line_buffer|kernel_block                                                                        ; 286   ; 0              ; 0            ; 0              ; 565    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_norm_block|cell_line_buffer                                                                                     ; 144   ; 0              ; 0            ; 0              ; 563    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_norm_block                                                                                                      ; 144   ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_cell_histogram|histogram_adder                                                                                  ; 880   ; 0              ; 77           ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[5].line_buff|mem                                                              ; 127   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[5].line_buff                                                                  ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[4].line_buff|mem                                                              ; 127   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
